m,q,h,n,epsilon,target
2.990084395281265,2.776596053594621,2.416929359726004,3.5483133996684257,3.35650693777758,-0.32385151033167997
4.617891948197906,1.6307917535896106,3.879833786869791,4.897679298104961,4.556935641745584,-0.07271722546097611
4.507570486140627,3.995760129825624,3.903983809380205,4.51173838590138,2.2344653488306427,0.20450110109738534
4.2127476009024205,2.5445064509516504,4.212809577175148,2.908412500278473,3.1533311041795136,0.1607378811067271
4.063170871502768,3.969880772293181,2.5195941613187083,3.4530130086944046,3.7377473859469417,-0.20645797305565833
3.73873800027706,1.2348826030713502,2.767136533505472,3.53742809136606,1.8420068654025816,0.04610246568637448
3.5821020683826013,1.1525273329840011,3.7437941420629937,2.7447062900126107,4.278092513347447,-0.14772545871653392
2.8790664738519167,3.5078135790893423,2.410650636322369,3.5805997831697898,3.31749763025986,0.39598242573934994
3.4550041317797118,1.3624148404863008,3.2490585353019656,2.3626109043123327,3.4564687754166195,0.25190807435238494
1.9180302988259927,1.1386422727132235,1.62462099174018,4.015402319696927,1.0703820626900349,-0.0057253344012496415
4.641870073260749,2.1068669951597934,3.354270921270328,3.4687311008427697,4.467027870564484,-0.03318714004159147
4.686305664140394,2.872542889731744,2.7984285441001,3.3287100291823126,2.1547716930827256,-0.10201680426809617
2.6240281615665544,2.8048969059131803,1.204487890581217,2.1922298193389467,3.742438651795208,-0.1466006484181196
4.488002245211472,4.283675085835908,1.7435471155995437,3.533569938948293,3.2917997409876723,-0.5362603649562335
3.6050548030555527,1.4821452530471104,4.376523202037912,4.587337877081323,3.076014767447068,0.10558051232461628
3.945426756448053,1.674729854382171,1.87782762513724,1.7100792225554766,2.753785621054799,0.16731635045045778
3.3698722064065803,2.8766285445576583,1.1885082739130963,3.280862534368726,2.969056436689262,-0.18270692428876056
1.4794220420185602,4.935427567048256,2.721183132839209,1.027036066431125,2.6537341729070265,-2.1638112087017567
4.969153716159415,3.7911058819204406,1.7449288305973425,2.481671554283857,2.6798373241315576,-1.207387364987039
4.041281560632177,1.9952472271936847,2.8904672380991854,4.958398911228024,1.5918716997460134,0.2861966356425931
3.311979536960421,1.8526733829670703,1.1766069266104462,2.6293901865676554,3.9131075316049886,0.14682930462550522
4.271641543913328,1.87092901346588,3.2351179213630497,2.8885969110098286,3.4097402967566235,0.2263568884776255
2.6762371599004964,3.95696755223771,2.213576577198852,2.655038913371299,4.4951456038470665,-0.14636548890621273
4.722707650405007,4.041954129650486,4.616617765114917,2.8558086505241933,1.2399103239647222,-0.7485308559269008
2.1777755109468933,1.9441466365825104,1.235807053341492,2.808875910713547,4.053989249910905,0.048927985887069994
2.494714117257863,3.9843017923970527,2.5282347887861585,4.078915911757681,2.5715289618104302,-0.02014994921885843
1.9877518771676,1.3497285687375469,4.057803181792501,4.471532790452472,1.7220852388581194,-0.48459855788894096
3.295996329161736,4.388213174578215,3.270589698696965,2.609704839039888,1.3560550029451348,-0.9899471559825138
4.092290321299656,2.062813507402088,1.9925906299179688,2.394363118032272,4.5848299300851965,0.3690945169166893
1.5243914570396428,3.336468710636002,3.123451231557224,4.430934373279399,2.280048709622962,-0.048194441942190594
2.2659422048506763,4.445223365849233,4.35246867000804,1.1522737995661094,4.763497731741895,-0.286278517326537
4.373755083583181,4.477552098040834,3.8040406862165903,1.1660168015506025,3.792521696355095,-0.48613666218682444
2.940412167585416,1.4755954269008544,1.75997910527935,4.361085168025071,3.2959530963684927,-0.22281469949746568
2.9466739004437548,3.8189098639531336,3.1560563015777547,2.6572340609135314,4.074221781317746,-0.21696343861943074
3.1247755823548578,3.287814833232988,1.1919312172016956,2.80436999334443,1.6422636072234544,-1.5011475395066876
2.060434521941474,4.659555373689537,3.377924776392028,1.7142908823494951,2.620778979628608,-0.3103111452311744
4.464065300187636,3.1310352751910666,3.7603373011183865,4.216894941992374,1.4742535727647563,-0.30242202552382125
2.54917231703816,1.7143679291900202,1.3817076128387256,2.2047596076763587,3.720470545037018,0.02482676711262652
4.3150219281316815,4.352624279567694,4.406152262861736,3.9216327023037416,4.52476592956061,0.18308080952525893
4.249441988527453,4.101224467816777,1.1223758095569774,1.0294424270136684,2.8430574210542137,-14.438321154986593
1.314519875897675,3.517802094860929,2.8665278068653066,4.714336786934819,3.2245710109982664,0.17255675379499122
3.325210661817157,1.8465449989578688,2.8447926407687283,2.7413746300208066,2.70079119987022,-0.0733960676785159
3.576300929132298,1.0210396506579036,2.9859402809616484,1.806886639413718,3.0754515520672943,0.3504432474780976
2.1983135126314144,1.926684054848243,2.8439985462261714,2.4174544085936303,4.281506433177161,0.17185900438796237
4.983498785938061,2.9805277042134417,1.449166819278712,4.575999777434678,4.060999698879689,-0.12029150881564155
4.070649035917649,1.2302225154243556,4.1503761781951365,4.211921665162775,4.2079021403824655,0.10470155758540048
1.1010502489043392,3.4713169873082825,4.310523231806304,3.374629780374926,3.289628976693959,0.010304472196924538
